age,workclass,fnlwgt,education.num,marital.status,sex,capital.gain,capital.loss,hours.per.week,income,Race_Amer-Indian-Eskimo,Race_Asian-Pac-Islander,Race_Black,Race_Other,Race_White,occupation_Adm-clerical,occupation_Craft-repair,occupation_Exec-managerial,occupation_Other-service,occupation_Prof-specialty,occupation_Sales
50,6,124963,13,2,1,99999,0,55,1,0,0,0,0,1,0,0,1,0,0,0
28,7,201186,9,2,1,99999,0,40,1,0,0,1,0,0,0,0,0,0,0,1
42,2,180985,6,2,1,99999,0,40,1,0,0,0,0,1,0,0,0,1,0,0
51,6,145714,14,2,1,99999,0,50,1,0,0,0,0,1,0,0,1,0,0,0
42,6,190179,13,2,1,99999,0,40,1,0,0,0,0,1,0,0,0,0,1,0
50,7,158294,15,2,1,99999,0,80,1,0,0,0,0,1,0,0,0,0,1,0
41,7,495061,16,2,1,99999,0,70,1,0,0,0,0,1,0,0,0,0,1,0
47,6,102308,14,2,1,99999,0,50,1,0,0,0,0,1,0,0,1,0,0,0
38,4,37683,15,0,0,99999,0,57,1,0,1,0,0,0,0,0,0,0,1,0
61,0,139391,10,2,1,99999,0,30,1,0,0,0,0,1,0,0,0,1,0,0
57,5,95280,10,2,1,99999,0,45,1,0,0,0,0,1,0,0,0,0,0,1
42,5,201908,15,2,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,1,0
47,6,354148,15,2,1,99999,0,48,1,0,0,0,0,1,0,0,0,0,1,0
51,5,111283,9,-2,0,99999,0,35,1,0,0,0,0,1,0,0,1,0,0,0
42,2,175642,13,0,0,99999,0,40,1,0,0,0,0,1,1,0,0,0,0,0
47,7,181130,15,2,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,1,0
74,6,188709,15,2,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,1,0
39,6,190297,16,2,1,99999,0,55,1,0,0,0,0,1,0,0,0,0,1,0
43,6,462180,15,2,1,99999,0,60,1,0,0,0,0,1,0,0,0,0,1,0
47,6,181307,10,2,1,99999,0,60,1,0,0,0,0,1,0,0,0,0,0,1
52,5,140985,13,2,0,99999,0,30,1,0,0,0,0,1,1,0,0,0,0,0
69,0,323016,13,2,1,99999,0,40,1,0,0,0,0,1,0,0,0,1,0,0
58,0,266792,10,2,1,99999,0,40,1,0,0,0,0,1,0,0,0,1,0,0
48,6,108557,13,2,0,99999,0,40,1,0,0,0,0,1,0,0,0,1,0,0
55,7,392325,13,2,1,99999,0,60,1,0,0,0,0,1,0,0,0,0,0,1
50,6,183173,9,2,1,99999,0,40,1,0,0,0,0,1,0,0,0,0,1,0
49,3,423222,14,2,1,99999,0,80,1,0,0,0,0,1,0,0,0,0,0,1
30,5,115932,9,0,1,99999,0,50,1,0,0,0,0,1,0,1,0,0,0,0
52,6,163998,9,2,1,99999,0,45,1,0,0,0,0,1,0,0,0,0,0,1
46,6,28419,15,2,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,1,0
58,6,136841,13,2,0,99999,0,35,1,0,0,0,0,1,0,0,0,0,1,0
59,5,165315,13,2,1,99999,0,43,1,0,0,0,0,1,0,0,0,0,1,0
50,5,401118,9,2,1,99999,0,50,1,0,0,0,0,1,0,1,0,0,0,0
40,6,79586,15,2,1,99999,0,40,1,0,1,0,0,0,0,0,0,0,1,0
43,6,58447,16,2,1,99999,0,55,1,0,0,0,0,1,0,0,0,0,1,0
47,6,246739,13,2,1,99999,0,55,1,0,0,0,0,1,0,0,1,0,0,0
65,6,105491,13,2,1,99999,0,40,1,0,0,0,0,1,0,0,1,0,0,0
33,6,134886,10,0,0,99999,0,30,1,0,0,0,0,1,1,0,0,0,0,0
53,6,124076,16,2,0,99999,0,37,1,0,0,0,0,1,0,0,0,0,1,0
42,5,269733,14,2,1,99999,0,80,1,0,0,0,0,1,0,0,0,0,0,1
69,5,240562,15,2,1,99999,0,40,1,0,0,0,0,1,0,0,0,0,1,0
44,7,120277,13,2,1,99999,0,45,1,0,0,0,0,1,0,0,1,0,0,0
44,5,282722,15,2,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,1,0
38,7,478829,15,2,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,1,0
39,6,237943,13,2,1,99999,0,70,1,0,0,0,0,1,0,0,1,0,0,0
32,6,553405,13,2,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,0,1
41,6,115932,10,2,1,99999,0,50,1,0,0,0,0,1,0,0,1,0,0,0
31,6,100252,13,-2,1,99999,0,70,1,0,1,0,0,0,0,0,0,1,0,0
50,5,132716,15,2,1,99999,0,50,1,0,0,0,0,1,0,0,1,0,0,0
49,6,187454,9,2,1,99999,0,65,1,0,0,0,0,1,0,0,0,0,0,1
29,5,69132,15,-2,1,99999,0,60,1,0,0,0,0,1,0,0,0,0,1,0
48,6,107231,15,2,1,99999,0,50,1,0,0,0,0,1,0,0,1,0,0,0
40,2,150755,13,2,1,99999,0,75,1,0,0,0,0,1,0,0,0,0,1,0
45,6,148995,16,0,1,99999,0,30,1,0,0,0,0,1,0,0,0,0,1,0
60,6,166330,9,2,0,99999,0,40,1,0,0,0,0,1,0,0,0,1,0,0
49,7,229737,15,2,1,99999,0,37,1,0,0,0,0,1,0,0,0,0,1,0
56,7,98418,15,2,1,99999,0,40,1,0,0,0,0,1,0,0,0,0,1,0
45,7,108100,13,2,0,99999,0,25,1,0,1,0,0,0,0,0,1,0,0,0
71,7,38822,14,2,1,99999,0,40,1,0,0,0,0,1,0,0,1,0,0,0
57,7,376230,14,2,1,99999,0,40,1,0,0,0,0,1,0,0,0,0,0,1
64,7,185912,15,2,1,99999,0,35,1,0,0,0,0,1,0,0,0,0,1,0
41,6,124956,13,-1,0,99999,0,60,1,0,0,1,0,0,0,0,0,0,1,0
49,5,43348,16,0,1,99999,0,70,1,0,0,0,0,1,0,0,0,0,1,0
55,6,408537,5,-2,0,99999,0,37,1,0,0,0,0,1,0,1,0,0,0,0
48,5,107231,13,2,1,99999,0,50,1,0,0,0,0,1,0,0,1,0,0,0
40,5,204235,14,2,1,99999,0,50,1,0,0,0,0,1,0,0,1,0,0,0
55,6,115439,15,2,1,99999,0,40,1,0,0,0,0,1,0,0,1,0,0,0
44,7,118212,13,2,1,99999,0,70,1,0,0,0,0,1,0,0,1,0,0,0
38,6,227945,14,2,1,99999,0,65,1,0,0,0,0,1,0,0,0,0,1,0
34,6,49469,13,0,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,0,1
37,5,353298,9,2,1,99999,0,50,1,0,0,0,0,1,0,0,0,0,0,1
51,5,120781,15,2,1,99999,0,70,1,0,0,0,1,0,0,0,0,0,1,0
65,7,210381,13,2,1,99999,0,65,1,0,0,0,0,1,0,0,1,0,0,0
38,5,194534,14,2,1,99999,0,60,1,0,0,1,0,0,0,0,0,0,1,0
65,7,184965,16,2,1,99999,0,40,1,0,0,0,0,1,0,0,1,0,0,0
37,6,171150,13,2,1,99999,0,60,1,0,0,0,0,1,0,0,0,0,0,1
38,6,100375,15,2,1,99999,0,60,1,0,0,0,0,1,0,0,0,0,1,0
50,7,190333,15,2,1,99999,0,55,1,0,0,0,0,1,0,0,0,0,1,0
55,6,134120,6,2,1,99999,0,40,1,0,0,0,0,1,0,1,0,0,0,0
38,6,185848,14,2,1,99999,0,70,1,0,0,0,0,1,0,0,1,0,0,0
22,5,214014,10,0,1,99999,0,55,1,0,0,1,0,0,0,0,0,0,0,1
47,6,155664,14,2,1,99999,0,55,1,0,0,0,0,1,0,0,1,0,0,0
43,7,62026,15,2,1,99999,0,40,1,0,0,0,0,1,0,0,1,0,0,0
66,6,115498,13,2,1,99999,0,55,1,0,0,0,0,1,0,0,1,0,0,0
47,6,294913,15,2,1,99999,0,40,1,0,0,0,0,1,0,0,1,0,0,0
57,2,110417,9,2,1,99999,0,40,1,0,0,0,0,1,0,1,0,0,0,0
27,6,211032,1,2,1,41310,0,24,0,0,0,0,0,1,0,0,0,1,0,0
63,5,289741,14,2,1,41310,0,50,0,0,0,0,0,1,0,0,0,1,0,0
17,0,304873,6,0,0,34095,0,32,0,0,0,0,0,1,0,0,0,1,0,0
18,6,301948,9,0,1,34095,0,3,0,0,0,0,0,1,0,0,0,1,0,0
19,6,188815,9,0,0,34095,0,20,0,0,0,0,0,1,0,0,0,1,0,0
55,5,145574,9,-2,1,34095,0,60,0,0,0,0,0,1,0,0,1,0,0,0
20,0,273701,10,0,1,34095,0,10,0,0,0,1,0,0,0,0,0,1,0,0
46,6,133938,14,-2,0,27828,0,50,1,0,0,0,0,1,0,0,1,0,0,0
35,6,202027,13,-2,1,27828,0,50,1,0,0,0,0,1,0,0,1,0,0,0
47,7,79627,15,-2,1,27828,0,50,1,0,0,0,0,1,0,0,0,0,1,0
55,5,124975,9,-2,1,27828,0,55,1,0,0,0,0,1,0,1,0,0,0,0
34,6,50276,13,0,1,27828,0,40,1,0,0,0,0,1,0,0,0,0,0,1
25,6,169905,11,0,1,27828,0,40,1,0,0,0,0,1,0,0,0,0,0,1
56,7,70720,14,-2,1,27828,0,60,1,0,0,0,0,1,0,0,1,0,0,0
25,6,102476,13,0,1,27828,0,50,1,0,0,0,0,1,0,0,0,1,0,0
41,6,182108,14,0,0,27828,0,35,1,0,0,0,0,1,0,0,0,0,1,0
42,6,46221,16,1,1,27828,0,60,1,0,0,0,0,1,0,0,0,1,0,0
37,5,32239,9,-2,1,27828,0,40,1,0,0,0,0,1,0,0,0,1,0,0
47,6,233511,14,-2,1,27828,0,60,1,0,0,0,0,1,0,0,0,0,0,1
36,6,184456,15,0,1,27828,0,50,1,0,0,0,0,1,0,0,1,0,0,0
58,7,112945,15,0,1,27828,0,40,1,0,0,0,0,1,0,0,0,0,1,0
45,6,148549,10,-2,1,27828,0,56,1,0,0,0,0,1,0,1,0,0,0,0
49,6,120629,13,-2,0,27828,0,60,1,0,0,1,0,0,0,0,1,0,0,0
37,6,116358,9,0,1,27828,0,48,1,1,0,0,0,0,0,1,0,0,0,0
56,5,39380,10,1,0,27828,0,20,1,0,0,0,0,1,0,0,0,1,0,0
37,6,109133,14,-1,1,27828,0,60,1,0,0,0,0,1,0,0,1,0,0,0
59,6,154100,14,0,0,27828,0,45,1,0,0,0,0,1,0,0,0,0,0,1
30,6,116138,13,0,1,27828,0,60,1,0,0,0,0,1,0,0,1,0,0,0
58,0,353244,13,-3,0,27828,0,50,1,0,0,0,0,1,0,0,0,1,0,0
29,6,82242,15,0,1,27828,0,45,1,0,0,0,0,1,0,0,0,0,1,0
36,6,329980,13,0,1,27828,0,40,1,0,0,0,0,1,0,0,1,0,0,0
51,7,54342,15,-2,1,27828,0,60,1,0,0,0,0,1,0,0,0,0,1,0
38,6,125933,13,-1,1,27828,0,45,1,0,0,0,0,1,0,0,1,0,0,0
36,7,184456,13,0,1,27828,0,55,1,0,0,0,0,1,0,0,0,1,0,0
41,6,106679,14,0,1,27828,0,50,1,0,0,0,0,1,0,0,1,0,0,0
47,6,304857,14,-1,1,27828,0,40,1,0,0,0,0,1,0,0,0,1,0,0
64,6,218490,13,-2,1,27828,0,55,1,0,0,0,0,1,0,0,1,0,0,0
64,6,66634,13,-2,1,27828,0,50,1,0,0,0,0,1,0,0,1,0,0,0
51,6,673764,14,0,1,27828,0,40,1,0,0,0,0,1,0,0,0,0,1,0
54,5,28186,13,-2,1,27828,0,50,1,0,0,0,0,1,0,0,0,1,0,0
53,5,137547,15,0,1,27828,0,40,1,0,1,0,0,0,0,0,0,0,1,0
46,6,295566,16,-2,0,25236,0,65,1,0,0,0,0,1,0,0,0,0,1,0
51,5,165001,14,-2,1,25236,0,50,1,0,0,0,0,1,0,0,1,0,0,0
45,7,191776,14,-2,0,25236,0,42,1,0,0,0,0,1,0,0,0,0,0,1
43,3,261929,16,1,1,25236,0,64,1,0,0,0,0,1,0,0,0,0,1,0
59,3,398626,16,-2,1,25236,0,45,1,0,0,0,0,1,0,0,0,0,1,0
37,6,270059,10,-2,0,25236,0,25,1,0,0,0,0,1,1,0,0,0,0,0
45,7,208802,15,-2,1,25236,0,36,1,0,0,0,0,1,0,0,0,0,1,0
45,3,190406,15,-2,1,25236,0,36,1,0,0,1,0,0,0,0,0,0,1,0
32,6,170154,12,-1,0,25236,0,50,1,0,0,0,0,1,0,0,1,0,0,0
36,5,112497,15,-2,1,25236,0,40,1,0,0,0,0,1,0,0,0,0,1,0
47,6,97883,13,-3,0,25236,0,35,1,0,0,0,0,1,0,0,0,1,0,0
75,0,111177,13,-3,0,25124,0,16,1,0,0,0,0,1,0,0,0,1,0,0
73,6,183213,11,-3,1,25124,0,60,1,0,0,0,0,1,0,0,0,0,1,0
65,0,224472,15,0,1,25124,0,80,1,0,0,0,0,1,0,0,0,1,0,0
68,7,52052,11,-3,0,25124,0,50,1,0,0,0,0,1,0,0,0,0,0,1
61,5,32423,9,2,0,22040,0,40,0,0,0,0,0,1,0,0,0,1,0,0
67,6,231559,15,2,1,20051,0,48,1,0,0,0,0,1,0,0,0,0,1,0
65,6,198766,14,2,1,20051,0,40,1,0,0,0,0,1,0,0,0,0,0,1
63,5,167501,10,2,0,20051,0,10,1,0,0,0,0,1,0,0,0,0,1,0
64,7,132832,9,2,0,20051,0,40,1,0,0,0,0,1,1,0,0,0,0,0
90,2,227796,14,2,1,20051,0,60,1,0,0,0,0,1,0,0,1,0,0,0
79,6,120707,16,2,1,20051,0,35,1,0,0,0,0,1,0,0,0,0,1,0
67,6,195161,14,2,1,20051,0,60,1,0,0,0,0,1,0,0,0,0,1,0
90,6,87372,15,2,1,20051,0,72,1,0,0,0,0,1,0,0,0,0,1,0
68,6,193666,16,2,1,20051,0,55,1,0,0,0,0,1,0,0,0,0,1,0
65,6,154171,15,2,1,20051,0,60,1,0,0,0,0,1,0,0,0,0,1,0
68,0,146645,16,2,1,20051,0,50,1,0,0,0,0,1,0,0,0,1,0,0
62,7,118725,9,2,1,20051,0,72,1,0,0,1,0,0,0,0,1,0,0,0
69,6,36956,10,2,1,20051,0,50,1,0,0,0,0,1,0,0,1,0,0,0
67,5,106143,16,2,1,20051,0,40,1,0,0,0,0,1,0,0,0,0,0,1
66,6,169804,13,2,1,20051,0,40,1,0,0,0,0,1,0,0,0,0,0,1
67,0,129188,16,2,1,20051,0,5,1,0,0,0,0,1,0,0,0,1,0,0
70,5,36311,13,2,1,20051,0,35,1,0,0,0,0,1,0,0,0,0,1,0
68,5,133736,10,2,1,20051,0,40,1,0,0,0,0,1,0,0,0,0,0,1
68,2,242095,13,2,1,20051,0,40,1,0,0,0,0,1,0,0,1,0,0,0
74,7,228075,10,2,1,20051,0,25,1,0,0,0,0,1,0,0,1,0,0,0
71,4,422149,10,2,1,20051,0,40,1,0,0,0,0,1,0,0,1,0,0,0
67,7,171564,9,2,0,20051,0,30,1,0,0,0,0,1,0,0,0,0,1,0
68,6,195868,13,2,1,20051,0,40,1,0,0,0,0,1,0,0,0,0,0,1
77,7,84979,16,2,1,20051,0,40,1,0,0,0,0,1,0,0,0,1,0,0
71,7,118119,10,2,1,20051,0,50,1,0,0,0,0,1,0,0,1,0,0,0
76,6,199949,13,2,1,20051,0,50,1,0,0,0,0,1,1,0,0,0,0,0
83,7,240150,6,2,1,20051,0,50,1,0,0,0,0,1,0,0,0,1,0,0
68,6,117236,13,2,1,20051,0,45,1,0,0,0,0,1,0,0,1,0,0,0
79,0,76641,14,2,1,20051,0,40,1,0,0,0,0,1,0,0,0,1,0,0
69,5,58213,13,2,1,20051,0,45,1,0,0,0,0,1,0,0,0,0,1,0
66,2,174486,16,2,1,20051,0,35,1,0,0,1,0,0,0,0,0,0,1,0
73,6,148003,10,2,0,20051,0,36,1,0,0,0,0,1,1,0,0,0,0,0
67,5,431426,12,2,0,20051,0,4,1,0,0,0,0,1,0,0,1,0,0,0
66,6,113323,13,2,1,20051,0,40,1,0,0,0,0,1,0,0,0,0,1,0
66,3,162945,15,2,1,20051,0,55,1,0,0,1,0,0,0,0,1,0,0,0
67,5,191380,15,2,1,20051,0,25,1,0,0,0,0,1,0,0,0,0,1,0
67,7,182581,10,2,1,20051,0,20,1,0,0,0,0,1,0,0,1,0,0,0
79,7,97082,8,-3,1,18481,0,45,1,0,0,0,0,1,0,0,0,0,0,1
67,5,148690,14,-3,1,18481,0,2,1,0,0,0,0,1,0,0,0,0,1,0
74,6,129879,9,-3,0,15831,0,40,1,0,0,0,0,1,1,0,0,0,0,0
67,7,411007,9,-3,0,15831,0,40,1,0,0,0,0,1,0,0,1,0,0,0
67,2,103315,14,0,0,15831,0,72,1,0,0,0,0,1,0,0,1,0,0,0
67,6,224984,9,-3,0,15831,0,16,1,0,0,0,0,1,1,0,0,0,0,0
69,6,182862,9,0,1,15831,0,40,1,0,0,0,0,1,0,0,0,1,0,0
74,5,199136,13,-3,1,15831,0,8,1,0,0,0,0,1,0,1,0,0,0,0
44,6,198282,13,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
58,7,210563,9,2,0,15024,0,35,1,0,0,0,0,1,0,0,0,0,0,1
57,4,425161,14,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,0,1
46,6,188386,16,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
38,6,91039,13,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,0,1
38,7,99146,13,2,1,15024,0,80,1,0,0,0,0,1,0,0,1,0,0,0
46,6,102388,15,2,1,15024,0,45,1,0,0,0,0,1,0,0,0,0,1,0
43,6,154374,10,2,1,15024,0,60,1,0,0,0,0,1,0,1,0,0,0,0
33,6,175697,13,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
39,6,202027,13,2,1,15024,0,45,1,0,0,0,0,1,0,0,1,0,0,0
39,7,329980,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
54,5,123011,9,2,1,15024,0,52,1,0,0,0,0,1,0,1,0,0,0,0
33,6,354573,14,2,1,15024,0,44,1,0,0,0,0,1,0,0,0,0,1,0
54,6,99185,16,2,1,15024,0,45,1,0,0,0,0,1,0,0,0,0,1,0
51,7,229465,14,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
47,5,370119,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,0,1
53,3,156877,9,2,1,15024,0,35,1,0,0,0,0,1,1,0,0,0,0,0
64,7,179436,13,2,1,15024,0,55,1,0,0,0,0,1,0,0,1,0,0,0
30,5,167990,11,2,1,15024,0,65,1,0,0,0,0,1,0,0,0,0,1,0
55,6,98361,14,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
52,6,147876,13,2,0,15024,0,60,1,0,0,0,0,1,0,0,0,0,0,1
48,6,126754,14,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,1,0
44,6,120277,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
53,3,281590,9,2,0,15024,0,40,1,0,0,0,0,1,0,0,1,0,0,0
64,5,134960,13,2,1,15024,0,35,1,0,0,0,0,1,0,0,1,0,0,0
39,6,79331,14,2,1,15024,0,40,1,0,1,0,0,0,0,0,1,0,0,0
50,6,147629,14,2,1,15024,0,45,1,0,0,0,0,1,0,0,0,0,1,0
57,7,119253,14,2,1,15024,0,65,1,0,0,0,0,1,0,0,0,0,0,1
59,5,174056,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,0,1
44,6,198282,14,2,1,15024,0,40,1,0,0,0,0,1,0,0,1,0,0,0
37,6,82521,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,1,0,0,0
56,7,211804,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,0,1
64,6,319371,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,1,0,0,0
32,6,194426,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,1,0,0
39,7,122742,12,2,1,15024,0,55,1,0,0,0,0,1,0,0,1,0,0,0
57,7,172654,15,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,1,0,0
35,6,376455,10,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
51,5,145409,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,0,1
44,6,198316,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
57,5,225334,15,2,0,15024,0,35,1,0,0,0,0,1,0,0,0,0,0,1
47,6,151267,9,2,0,15024,0,40,1,0,0,1,0,0,0,0,0,1,0,0
51,6,293196,16,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,1,0
50,5,44368,9,2,1,15024,0,55,1,0,0,0,0,1,0,0,0,0,0,1
52,6,338816,10,2,1,15024,0,45,1,0,0,0,0,1,0,0,1,0,0,0
47,7,214169,9,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,1,0,0
34,6,30497,13,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
37,7,291518,13,2,1,15024,0,55,1,0,0,0,0,1,0,1,0,0,0,0
49,7,362654,10,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
54,6,22743,10,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,1,0,0
39,6,191807,9,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,0,1
39,5,126569,15,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,1,0
32,6,312667,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
34,7,186824,15,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,1,0
53,6,114758,14,2,1,15024,0,65,1,0,0,0,0,1,0,0,1,0,0,0
53,4,199720,16,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,1,0
52,7,100506,10,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,0,1
37,2,233825,13,2,0,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
53,6,424079,14,2,1,15024,0,55,1,0,0,0,0,1,0,0,1,0,0,0
37,6,148015,13,2,0,15024,0,40,1,0,0,1,0,0,0,0,0,0,1,0
47,6,124973,11,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
58,5,93664,9,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
39,6,173175,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
46,6,155659,10,2,1,15024,0,45,1,0,0,0,0,1,0,1,0,0,0,0
49,6,65087,14,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
46,6,117849,10,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,0,1
32,6,207668,13,2,1,15024,0,45,1,0,0,0,0,1,0,0,1,0,0,0
50,7,127315,13,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
61,6,85548,10,2,1,15024,0,18,1,0,0,0,0,1,0,0,0,1,0,0
33,6,56701,13,2,1,15024,0,75,1,0,0,0,0,1,0,0,0,0,1,0
31,2,381153,10,2,1,15024,0,56,1,0,0,0,0,1,0,0,0,1,0,0
39,5,109766,15,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
45,7,170871,9,2,1,15024,0,55,1,0,0,0,0,1,0,0,1,0,0,0
35,6,99357,14,2,0,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
36,6,261382,14,2,1,15024,0,45,1,0,0,0,0,1,0,0,0,0,0,1
40,7,157240,14,2,0,15024,0,30,1,0,0,0,0,1,0,0,1,0,0,0
47,5,168109,9,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,1,0,0
41,6,280167,14,2,1,15024,0,70,1,0,0,0,0,1,0,0,1,0,0,0
52,7,173754,15,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,1,0
43,6,303051,11,2,1,15024,0,40,1,0,0,0,0,1,0,0,1,0,0,0
55,6,116878,16,2,1,15024,0,30,1,0,0,0,0,1,0,0,0,0,1,0
39,6,179668,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,1,0,0
61,6,176839,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
46,6,360096,13,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
49,6,198759,12,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,0,1
52,6,145409,10,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,1,0,0
58,6,306233,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,0,1
49,2,149210,13,2,1,15024,0,40,1,0,0,1,0,0,0,0,0,1,0,0
46,6,219021,9,2,1,15024,0,44,1,0,0,0,0,1,0,0,0,1,0,0
47,7,332355,14,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
47,7,173783,13,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,0,1
36,2,61778,9,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,1,0
63,7,137940,15,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
37,6,108140,14,2,1,15024,0,45,1,0,0,0,0,1,0,0,1,0,0,0
46,6,328216,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,1,0,0,0
39,6,187098,15,2,0,15024,0,47,1,0,0,0,0,1,0,0,1,0,0,0
53,6,151580,10,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,1,0
30,6,154950,10,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
32,6,193042,15,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,0,1
47,3,120429,16,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
55,6,229029,13,2,1,15024,0,48,1,0,0,0,0,1,0,0,1,0,0,0
57,6,200453,9,2,1,15024,0,40,1,0,0,0,0,1,0,1,0,0,0,0
39,6,70995,13,2,1,15024,0,99,1,0,0,0,0,1,0,0,0,1,0,0
37,6,186934,9,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,0,1
32,6,167531,15,2,0,15024,0,50,1,0,1,0,0,0,0,0,0,0,1,0
50,6,34832,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,1,0,0
41,6,35166,15,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
43,6,352005,13,2,1,15024,0,45,1,0,0,0,0,1,0,0,0,0,0,1
45,6,205100,13,2,1,15024,0,60,1,0,0,0,0,1,0,0,1,0,0,0
40,3,199381,14,2,0,15024,0,37,1,0,0,0,0,1,0,0,0,0,1,0
55,6,282023,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,0,1
59,6,271571,10,2,1,15024,0,50,1,0,0,0,0,1,0,1,0,0,0,0
63,6,213945,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,0,0,0,1
34,6,187215,13,2,0,15024,0,36,1,0,0,0,0,1,0,0,0,0,1,0
50,2,259377,14,2,0,15024,0,40,1,0,0,0,0,1,0,0,0,0,1,0
51,7,167793,13,2,1,15024,0,40,1,0,0,0,0,1,0,0,1,0,0,0
36,6,237943,14,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
54,6,135803,13,2,1,15024,0,60,1,0,1,0,0,0,0,0,1,0,0,0
42,6,340234,9,2,1,15024,0,40,1,0,1,0,0,0,0,0,0,1,0,0
40,6,226902,14,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
42,2,121998,10,2,1,15024,0,40,1,0,0,0,0,1,0,0,1,0,0,0
36,6,198237,13,2,1,15024,0,50,1,0,0,0,0,1,0,0,0,0,1,0
32,7,78530,10,2,1,15024,0,50,1,0,0,0,0,1,0,0,1,0,0,0
53,3,43952,14,2,1,15024,0,38,1,0,0,0,0,1,0,0,1,0,0,0
46,5,43348,15,2,1,15024,0,55,1,0,0,0,0,1,0,0,1,0,0,0
52,7,254211,14,2,1,15024,0,60,1,0,0,0,0,1,0,0,0,0,1,0
